,date,country,confirmed,recovered,deaths
108,2020-03-26,Maldives,13,8,0
109,2020-03-26,Mali,4,0,0
110,2020-03-26,Malta,134,2,0
111,2020-03-26,Mauritania,3,0,0
112,2020-03-26,Mauritius,81,0,2
113,2020-03-26,Mexico,475,4,6
114,2020-03-26,Moldova,177,2,1
115,2020-03-26,Monaco,33,1,0
116,2020-03-26,Mongolia,11,0,0
117,2020-03-26,Montenegro,69,0,1
118,2020-03-26,Morocco,275,8,11
119,2020-03-26,Mozambique,7,0,0
120,2020-03-26,Namibia,8,2,0
121,2020-03-26,Nepal,3,1,0
122,2020-03-26,New Zealand,368,37,0
123,2020-03-26,Nicaragua,2,0,0
124,2020-03-26,Niger,10,0,1
125,2020-03-26,Nigeria,65,3,1
126,2020-03-26,North Macedonia,201,3,3
127,2020-03-26,Oman,109,23,0
128,2020-03-26,Pakistan,1201,21,9
129,2020-03-26,Panama,674,2,9
130,2020-03-26,Papua New Guinea,1,0,0
131,2020-03-26,Paraguay,41,0,3
132,2020-03-26,Peru,580,14,9
133,2020-03-26,Philippines,707,28,45
134,2020-03-26,Poland,1221,7,16
135,2020-03-26,Portugal,3544,43,60
136,2020-03-26,Qatar,549,43,0
137,2020-03-26,Romania,1029,94,23
138,2020-03-26,Rwanda,50,0,0
139,2020-03-26,Saint Kitts And Nevis,2,0,0
140,2020-03-26,Saint Lucia,3,1,0
141,2020-03-26,Saint Vincent And The Grenadines,1,0,0
142,2020-03-26,San Marino,208,4,21
143,2020-03-26,Saudi Arabia,1012,33,3
144,2020-03-26,Senegal,105,9,0
145,2020-03-26,Serbia,457,0,1
146,2020-03-26,Seychelles,7,0,0
147,2020-03-26,Singapore,683,172,2
148,2020-03-26,Slovakia,226,2,0
149,2020-03-26,Slovenia,562,10,6
150,2020-03-26,Somalia,2,0,0
151,2020-03-26,South Africa,927,12,0
152,2020-03-26,Spain,57786,7015,4365
153,2020-03-26,Sri Lanka,106,7,0
154,2020-03-26,Sudan,3,0,1
155,2020-03-26,Suriname,8,0,0
156,2020-03-26,Syria,5,0,0
157,2020-03-26,Taiwan*,252,29,2
158,2020-03-26,Tanzania,13,0,0
159,2020-03-26,Thailand,1045,88,4
160,2020-03-26,Timor-Leste,1,0,0
161,2020-03-26,Togo,24,1,0
162,2020-03-26,Trinidad And Tobago,65,0,1
163,2020-03-26,Tunisia,197,2,5
164,2020-03-26,Turkey,3629,26,75
165,2020-03-26,Uganda,14,0,0
166,2020-03-26,Ukraine,196,1,5
167,2020-03-26,United Arab Emirates,333,52,2
168,2020-03-26,Uruguay,238,0,0
169,2020-03-26,Uzbekistan,75,0,0
170,2020-03-26,Venezuela,107,15,1
171,2020-03-26,Vietnam,153,20,0
172,2020-03-26,West Bank And Gaza,86,17,1
173,2020-03-26,Zambia,16,0,0
174,2020-03-26,Zimbabwe,3,0,1
